Date,DATE1,sum_Size,sum_Summit,Success_rate,Merged_Precipitation,Merged_Snowfall,Snow_depth,Temp_observed,Fog
2015-03-15 00:00:00,,14,0,0,,,,,
2008-05-08 00:00:00,,3,0,0,,,,,
2013-05-04 00:00:00,,43,0,0,,,,,
2010-04-18 00:00:00,,1,0,0,,,,,
2006-10-04 00:00:00,,4,0,0,,,,,
2015-05-21 00:00:00,2015-05-21 00:00:00,15,0,0,0.02,,,,
2015-03-22 00:00:00,,10,0,0,,,,,
2008-05-20 00:00:00,2008-05-20 00:00:00,13,0,0,,0,,,
2006-05-23 00:00:00,2006-05-23 00:00:00,4,0,0,,0,,,
2008-04-22 00:00:00,,2,0,0,,,,,
2011-03-28 00:00:00,2011-03-28 00:00:00,8,0,0,0.53,4,211,,
2014-04-25 00:00:00,2014-04-25 00:00:00,5,0,0,0.26,0,193,,
2009-09-04 00:00:00,2009-09-04 00:00:00,44,0,0,0.02,0,0,,
2012-05-04 00:00:00,,15,0,0,,,,,
2012-04-10 00:00:00,,2,0,0,,,,,
2012-10-04 00:00:00,2012-10-04 00:00:00,2,0,0,0,0,0,,
2010-04-13 00:00:00,,2,0,0,,,,,
2009-04-26 00:00:00,,2,0,0,,,,,
2013-04-01 00:00:00,2013-04-01 00:00:00,2,0,0,0,0,166,,
2008-05-01 00:00:00,2008-05-01 00:00:00,4,0,0,0,0,,,
2014-09-17 00:00:00,,12,0,0,,,,,
2006-05-28 00:00:00,,25,0,0,,,,,
2014-02-05 00:00:00,2014-02-05 00:00:00,3,0,0,0.05,2,101,0,
2010-11-24 00:00:00,2010-11-24 00:00:00,1,0,0,0.02,1,61,1,
2006-02-17 00:00:00,2006-02-17 00:00:00,3,0,0,0,0,162,2,
2008-12-15 00:00:00,2008-12-15 00:00:00,4,0,0,0.3,1.5,46,5,
2006-02-18 00:00:00,2006-02-18 00:00:00,9,0,0,0,0,162,8,
2011-02-25 00:00:00,2011-02-25 00:00:00,2,0,0,0.29,2.5,155,11,
2010-12-30 00:00:00,2010-12-30 00:00:00,2,0,0,0.38,5,105,12,
2010-12-29 00:00:00,2010-12-29 00:00:00,1,0,0,0.61,7,100,15,
2008-12-22 00:00:00,2008-12-22 00:00:00,2,0,0,0.68,11,66,17,
2006-02-19 00:00:00,2006-02-19 00:00:00,24,0,0,0,0,162,17,
2008-03-31 00:00:00,2008-03-31 00:00:00,24,0,0,0.06,2,240,18,
2011-02-18 00:00:00,2011-02-18 00:00:00,2,0,0,0.35,7,134,19,
2013-03-24 00:00:00,2013-03-24 00:00:00,4,0,0,0,0,189,19,
2008-03-16 00:00:00,2008-03-16 00:00:00,14,0,0,0.62,5,209,19,
2012-03-13 00:00:00,2012-03-13 00:00:00,26,0,0,1.33,16,195,19,
2011-11-12 00:00:00,2011-11-12 00:00:00,2,0,0,1.14,6.5,8,20,
2009-12-10 00:00:00,2009-12-10 00:00:00,1,0,0,0,0,57,20,
2006-02-05 00:00:00,2006-02-05 00:00:00,4,0,0,0.32,5,175,20,
2013-02-17 00:00:00,2013-02-17 00:00:00,15,0,0,0.56,5,145,20,
2010-12-04 00:00:00,2010-12-04 00:00:00,8,0,0,0,0,72,20,
2007-02-28 00:00:00,2007-02-28 00:00:00,2,0,0,0.88,18,179,20,
2012-04-06 00:00:00,2012-04-06 00:00:00,4,0,0,0.35,3,228,20,
2006-01-15 00:00:00,2006-01-15 00:00:00,20,0,0,0.63,7,135,21,
2006-03-12 00:00:00,2006-03-12 00:00:00,1,0,0,0,0,208,21,
2014-02-01 00:00:00,2014-02-01 00:00:00,2,0,0,0.07,1,104,21,
2006-02-21 00:00:00,2006-02-21 00:00:00,2,0,0,0.42,2.5,157,21,
2006-03-11 00:00:00,2006-03-11 00:00:00,7,0,0,0.2,3,213,21,
2012-03-07 00:00:00,2012-03-07 00:00:00,2,0,0,0.09,1,184,21,
2013-03-17 00:00:00,2013-03-17 00:00:00,11,0,0,1.6,13,167,21,
2011-02-09 00:00:00,2011-02-09 00:00:00,4,0,0,0.17,0.5,125,21,
2012-05-09 00:00:00,2012-05-09 00:00:00,4,0,0,0,0,188,22,
2008-04-05 00:00:00,2008-04-05 00:00:00,4,0,0,0.49,10,232,22,1
2012-02-18 00:00:00,2012-02-18 00:00:00,8,0,0,1.95,20,140,22,
2011-04-02 00:00:00,2011-04-02 00:00:00,15,0,0,1.09,8,206,22,
2008-01-20 00:00:00,2008-01-20 00:00:00,2,0,0,0.5,7.5,142,22,
2009-12-23 00:00:00,2009-12-23 00:00:00,2,0,0,0.02,0,78,22,
2011-05-13 00:00:00,2011-05-13 00:00:00,11,0,0,0.35,2,238,22,
2011-12-26 00:00:00,2011-12-26 00:00:00,2,0,0,0.69,5.5,59,22,
2013-03-03 00:00:00,2013-03-03 00:00:00,9,0,0,0.35,2,162,22,
2012-03-17 00:00:00,2012-03-17 00:00:00,9,0,0,0.55,8,212,22,
2013-03-04 00:00:00,2013-03-04 00:00:00,3,0,0,0.16,1,164,22,
2012-12-30 00:00:00,2012-12-30 00:00:00,3,0,0,0.03,0.5,126,22,
2011-12-30 00:00:00,2011-12-30 00:00:00,2,0,0,2.05,14,72,22,
2011-02-19 00:00:00,2011-02-19 00:00:00,8,0,0,0.03,0.5,140,22,
2006-03-18 00:00:00,2006-03-18 00:00:00,9,0,0,0.54,7,206,22,
2014-03-21 00:00:00,2014-03-21 00:00:00,2,0,0,0.16,1,168,23,
2008-03-21 00:00:00,2008-03-21 00:00:00,3,0,0,0.56,10,215,23,
2013-11-21 00:00:00,2013-11-21 00:00:00,2,0,0,1.4,0,30,23,
2011-05-27 00:00:00,2011-05-27 00:00:00,46,0,0,0.35,2.8,216,23,
2009-03-05 00:00:00,2009-03-05 00:00:00,4,0,0,0.49,7,127,23,
2011-04-11 00:00:00,2011-04-11 00:00:00,16,0,0,1,14,232,23,
2008-03-15 00:00:00,2008-03-15 00:00:00,13,0,0,0.6,9,211,23,
2014-02-22 00:00:00,2014-02-22 00:00:00,5,0,0,0,0,174,23,
2013-02-09 00:00:00,2013-02-09 00:00:00,10,0,0,0,0,146,23,
2006-03-26 00:00:00,2006-03-26 00:00:00,4,0,0,1,1,199,23,
2009-02-15 00:00:00,2009-02-15 00:00:00,5,0,0,0,0,111,23,
2010-04-10 00:00:00,2010-04-10 00:00:00,15,0,0,0,0,177,23,
2011-01-19 00:00:00,2011-01-19 00:00:00,3,0,0,0.26,3,112,23,
2006-01-22 00:00:00,2006-01-22 00:00:00,3,0,0,0.31,6,144,23,
2013-11-03 00:00:00,2013-11-03 00:00:00,4,0,0,1,5,7,24,
2008-03-03 00:00:00,2008-03-03 00:00:00,12,0,0,0.28,4,196,24,
2012-02-12 00:00:00,2012-02-12 00:00:00,5,0,0,0.2,2,124,24,
2011-02-15 00:00:00,2011-02-15 00:00:00,5,0,0,1.15,13.5,139,24,
2006-04-06 00:00:00,2006-04-06 00:00:00,3,0,0,0,0,190,24,
2013-05-22 00:00:00,2013-05-22 00:00:00,12,0,0,0.94,7,141,24,
2006-05-08 00:00:00,2006-05-08 00:00:00,2,0,0,0.48,1,167,24,
2006-01-08 00:00:00,2006-01-08 00:00:00,3,0,0,0.87,9,97,24,
2009-02-13 00:00:00,2009-02-13 00:00:00,2,0,0,0,0,114,24,
2009-03-23 00:00:00,2009-03-23 00:00:00,5,0,0,0.24,2,153,25,
2006-04-15 00:00:00,2006-04-15 00:00:00,5,0,0,0.47,6,200,25,
2012-05-01 00:00:00,2012-05-01 00:00:00,2,0,0,1.01,7,191,25,
2011-05-26 00:00:00,2011-05-26 00:00:00,33,0,0,0.08,2.5,213,25,
2010-03-13 00:00:00,2010-03-13 00:00:00,8,0,0,0.31,6,145,25,
2006-04-21 00:00:00,2006-04-21 00:00:00,5,0,0,0.14,0.5,190,25,
2011-03-18 00:00:00,2011-03-18 00:00:00,2,0,0,0.11,3,205,25,
2007-04-01 00:00:00,2007-04-01 00:00:00,12,0,0,0,0,141,25,
2012-06-06 00:00:00,2012-06-06 00:00:00,55,0,0,0.2,0,148,25,
2007-12-16 00:00:00,2007-12-16 00:00:00,2,0,0,0.3,5,51,25,
2009-03-21 00:00:00,2009-03-21 00:00:00,9,0,0,0.24,1,150,25,
2009-03-18 00:00:00,2009-03-18 00:00:00,2,0,0,0.14,2.5,158,25,
2006-03-04 00:00:00,2006-03-04 00:00:00,8,0,0,0.08,1,181,25,
2008-01-17 00:00:00,2008-01-17 00:00:00,2,0,0,0,0,140,26,
2014-03-24 00:00:00,2014-03-24 00:00:00,7,0,0,0,0,167,26,
2013-03-10 00:00:00,2013-03-10 00:00:00,2,0,0,0.05,0,170,26,
2006-03-16 00:00:00,2006-03-16 00:00:00,1,0,0,0.35,7,206,26,
2007-10-25 00:00:00,2007-10-25 00:00:00,4,0,0,0.06,0.5,6,26,
2006-03-02 00:00:00,2006-03-02 00:00:00,2,0,0,0.56,5,182,26,
2014-04-26 00:00:00,2014-04-26 00:00:00,3,0,0,0.24,1,194,26,
2011-04-28 00:00:00,2011-04-28 00:00:00,6,0,0,1.1,18,253,26,
2012-03-23 00:00:00,2012-03-23 00:00:00,4,0,0,0.01,0,213,26,
2009-05-12 00:00:00,2009-05-12 00:00:00,4,0,0,0.55,4,167,26,
2015-04-11 00:00:00,2015-04-11 00:00:00,6,0,0,1.9,11,79,26,
2014-03-23 00:00:00,2014-03-23 00:00:00,2,0,0,0,0,168,26,
2011-11-08 00:00:00,2011-11-08 00:00:00,3,0,0,0.16,2,7,26,
2012-12-28 00:00:00,2012-12-28 00:00:00,2,0,0,0.05,0,131,26,
2011-04-13 00:00:00,2011-04-13 00:00:00,6,0,0,0.05,1,236,26,
2009-03-14 00:00:00,2009-03-14 00:00:00,7,0,0,0.29,3.5,132,26,
2011-03-17 00:00:00,2011-03-17 00:00:00,3,0,0,0.94,5,205,26,
2006-03-25 00:00:00,2006-03-25 00:00:00,3,0,0,0.2,2,196,27,
2010-04-24 00:00:00,2010-04-24 00:00:00,19,0,0,0.2,2,145,27,
2013-05-14 00:00:00,2013-05-14 00:00:00,11,0,0,0.07,0.3,145,27,
2011-04-08 00:00:00,2011-04-08 00:00:00,2,0,0,0.05,1,235,27,
2011-12-02 00:00:00,2011-12-02 00:00:00,2,0,0,0,0,55,27,
2012-04-27 00:00:00,2012-04-27 00:00:00,6,0,0,0.5,5,187,27,
2011-05-01 00:00:00,2011-05-01 00:00:00,4,0,0,0,0,247,27,
2010-04-29 00:00:00,2010-04-29 00:00:00,2,0,0,1.5,7.52,150,27,
2013-02-04 00:00:00,2013-02-04 00:00:00,15,0,0,0.12,1,145,27,
2012-05-29 00:00:00,2012-05-29 00:00:00,13,0,0,0.05,0,160,27,
2008-04-10 00:00:00,2008-04-10 00:00:00,2,0,0,0.22,2,238,27,1
2009-01-24 00:00:00,2009-01-24 00:00:00,6,0,0,0,0,97,27,
2011-04-12 00:00:00,2011-04-12 00:00:00,2,0,0,0.39,4,236,27,
2008-03-20 00:00:00,2008-03-20 00:00:00,3,0,0,0.65,9.02,210,27,
2011-03-14 00:00:00,2011-03-14 00:00:00,25,0,0,1.05,8,204,27,
2010-11-20 00:00:00,2010-11-20 00:00:00,5,0,0,0.33,8.5,48,27,
2015-03-23 00:00:00,2015-03-23 00:00:00,16,0,0,0.6,4,64,27,
2009-10-11 00:00:00,2009-10-11 00:00:00,2,0,0,,,,27,
2013-05-23 00:00:00,2013-05-23 00:00:00,16,0,0,0.73,7,148,27,
2009-04-28 00:00:00,2009-04-28 00:00:00,2,0,0,0.26,4.02,161,27,
2011-01-31 00:00:00,2011-01-31 00:00:00,2,0,0,0.04,0.2,118,27,
2014-12-13 00:00:00,2014-12-13 00:00:00,3,0,0,0.4,2.5,21,27,
2010-04-22 00:00:00,2010-04-22 00:00:00,4,0,0,0.06,0.5,146,27,
2006-01-13 00:00:00,2006-01-13 00:00:00,6,0,0,2.18,16,130,27,
2012-04-15 00:00:00,2012-04-15 00:00:00,2,0,0,0,0,206,28,
2012-05-06 00:00:00,2012-05-06 00:00:00,11,0,0,0.28,1,204,28,
2015-04-24 00:00:00,2015-04-24 00:00:00,9,0,0,0.6,5,72,28,
2013-04-14 00:00:00,2013-04-14 00:00:00,11,0,0,1.3,16,204,28,
2009-02-07 00:00:00,2009-02-07 00:00:00,2,0,0,0.02,1,104,28,
2012-05-23 00:00:00,2012-05-23 00:00:00,20,0,0,1.1,6,168,28,
2014-05-11 00:00:00,2014-05-11 00:00:00,17,0,0,0.34,0.5,186,28,
2006-03-03 00:00:00,2006-03-03 00:00:00,5,0,0,0,0,182,28,
2006-02-11 00:00:00,2006-02-11 00:00:00,13,0,0,0,0,161,28,
2010-03-04 00:00:00,2010-03-04 00:00:00,4,0,0,0.16,1,117,28,
2014-03-30 00:00:00,2014-03-30 00:00:00,5,0,0,1.34,13.5,199,28,
2014-03-22 00:00:00,2014-03-22 00:00:00,10,0,0,0,0,168,28,
2006-03-20 00:00:00,2006-03-20 00:00:00,3,0,0,0,0,201,28,
2006-03-24 00:00:00,2006-03-24 00:00:00,4,0,0,0.12,2,198,28,
2012-04-12 00:00:00,2012-04-12 00:00:00,2,0,0,0.21,0.5,211,28,
2011-04-29 00:00:00,2011-04-29 00:00:00,12,0,0,0.28,3,250,29,
2015-02-27 00:00:00,2015-02-27 00:00:00,3,0,0,0.92,10,70,29,
2011-04-25 00:00:00,2011-04-25 00:00:00,9,0,0,0.38,4,236,29,
2013-03-11 00:00:00,2013-03-11 00:00:00,14,0,0,0.35,2,170,29,
2011-05-23 00:00:00,2011-05-23 00:00:00,54,0,0,0.31,1,216,29,
2011-05-10 00:00:00,2011-05-10 00:00:00,5,0,0,0,0,239,29,
2010-05-20 00:00:00,2010-05-20 00:00:00,25,0,0,1.24,5,148,29,
2014-03-29 00:00:00,2014-03-29 00:00:00,2,0,0,1.3,13,189,29,
2008-02-25 00:00:00,2008-02-25 00:00:00,2,0,0,0.42,5,188,29,
2010-02-07 00:00:00,2010-02-07 00:00:00,5,0,0,0.23,2.01,108,29,
2012-06-08 00:00:00,2012-06-08 00:00:00,51,0,0,1.22,1,144,29,
2015-02-21 00:00:00,2015-02-21 00:00:00,7,0,0,0.24,1.3,62,29,
2008-03-22 00:00:00,2008-03-22 00:00:00,8,0,0,0,0,214,29,
2009-04-11 00:00:00,2009-04-11 00:00:00,6,0,0,0.05,0.5,175,29,
2009-10-10 00:00:00,2009-10-10 00:00:00,10,0,0,,,,29,
2008-04-24 00:00:00,2008-04-24 00:00:00,2,0,0,0.28,4,231,29,
2011-04-20 00:00:00,2011-04-20 00:00:00,2,0,0,0.01,0,238,29,
2012-10-16 00:00:00,2012-10-16 00:00:00,3,0,0,1.88,0,0,29,
2013-03-09 00:00:00,2013-03-09 00:00:00,10,0,0,0,0,174,29,
2006-03-27 00:00:00,2006-03-27 00:00:00,3,0,0,0.05,1,198,29,
2011-05-29 00:00:00,2011-05-29 00:00:00,53,0,0,0.2,0,215,29,
2013-05-24 00:00:00,2013-05-24 00:00:00,50,0,0,0.47,5,152,29,
2013-05-25 00:00:00,2013-05-25 00:00:00,31,0,0,0.11,0.5,149,30,
2013-01-24 00:00:00,2013-01-24 00:00:00,2,0,0,0.81,3.5,118,30,
2013-11-09 00:00:00,2013-11-09 00:00:00,2,0,0,0,0,16,30,
2006-05-06 00:00:00,2006-05-06 00:00:00,18,0,0,0,0,168,30,
2013-01-03 00:00:00,2013-01-03 00:00:00,3,0,0,0,0,118,30,
2012-04-07 00:00:00,2012-04-07 00:00:00,9,0,0,0.02,0,225,30,
2007-09-29 00:00:00,2007-09-29 00:00:00,22,0,0,0.38,0.3,2,30,
2013-01-04 00:00:00,2013-01-04 00:00:00,2,0,0,1,2.5,118,30,
2010-04-23 00:00:00,2010-04-23 00:00:00,7,0,0,0.01,0,145,30,
2011-03-05 00:00:00,2011-03-05 00:00:00,2,0,0,0.5,7,186,30,
2010-03-17 00:00:00,2010-03-17 00:00:00,7,0,0,0.28,3,131,30,
2010-05-06 00:00:00,2010-05-06 00:00:00,2,0,0,0.15,5.2,170,30,
2013-02-16 00:00:00,2013-02-16 00:00:00,2,0,0,0.11,0.5,143,30,
2012-05-22 00:00:00,2012-05-22 00:00:00,19,0,0,1.6,0.5,158,30,
2006-01-07 00:00:00,2006-01-07 00:00:00,6,0,0,1.22,7.5,90,30,
2011-05-07 00:00:00,2011-05-07 00:00:00,11,0,0,0.45,5.5,242,30,
2010-05-05 00:00:00,2010-05-05 00:00:00,22,0,0,2.45,15.98,170,30,
2014-02-10 00:00:00,2014-02-10 00:00:00,16,0,0,1.55,8,108,30,
2012-01-08 00:00:00,2012-01-08 00:00:00,3,0,0,0,0,72,30,
2009-12-24 00:00:00,2009-12-24 00:00:00,1,0,0,0,0,74,30,
2008-04-17 00:00:00,2008-04-17 00:00:00,2,0,0,0.04,1,219,30,1
2011-03-26 00:00:00,2011-03-26 00:00:00,12,0,0,0.46,6,207,30,
2013-05-30 00:00:00,2013-05-30 00:00:00,19,0,0,0.72,1.3,135,30,
2014-04-24 00:00:00,2014-04-24 00:00:00,2,0,0,3.72,36,192,30,
2006-04-14 00:00:00,2006-04-14 00:00:00,6,0,0,0.79,8,196,31,
2006-03-28 00:00:00,2006-03-28 00:00:00,2,0,0,0.25,2,196,31,
2014-04-12 00:00:00,2014-04-12 00:00:00,34,0,0,0.04,0,173,31,
2013-05-31 00:00:00,2013-05-31 00:00:00,68,0,0,0.11,0,134,31,
2015-04-05 00:00:00,2015-04-05 00:00:00,18,0,0,0,0,72,31,
2006-05-07 00:00:00,2006-05-07 00:00:00,2,0,0,0.13,1,168,31,
2010-03-30 00:00:00,2010-03-30 00:00:00,12,0,0,3.68,27.99,156,31,
2013-09-26 00:00:00,2013-09-26 00:00:00,12,0,0,0.06,,,31,
2012-04-08 00:00:00,2012-04-08 00:00:00,12,0,0,0,0,225,31,
2009-03-03 00:00:00,2009-03-03 00:00:00,2,0,0,0.38,4.5,120,31,
2012-02-17 00:00:00,2012-02-17 00:00:00,3,0,0,0.06,0.5,121,31,
2012-02-07 00:00:00,2012-02-07 00:00:00,2,0,0,0,0,126,31,
2012-03-03 00:00:00,2012-03-03 00:00:00,13,0,0,0.97,4,184,31,
2008-03-17 00:00:00,2008-03-17 00:00:00,14,0,0,0.58,5,212,31,
2008-06-06 00:00:00,2008-06-06 00:00:00,48,0,0,1.54,10,162,31,
2012-04-14 00:00:00,2012-04-14 00:00:00,15,0,0,0,0,210,31,
2011-05-24 00:00:00,2011-05-24 00:00:00,15,0,0,0.17,1.3,214,31,
2011-06-01 00:00:00,2011-06-01 00:00:00,23,0,0,0.52,2.5,213,31,
2011-12-07 00:00:00,2011-12-07 00:00:00,3,0,0,0,0,51,31,
2013-01-07 00:00:00,2013-01-07 00:00:00,13,0,0,2.1,15,128,31,
2012-03-31 00:00:00,2012-03-31 00:00:00,10,0,0,0.53,5,228,31,
2009-04-10 00:00:00,2009-04-10 00:00:00,4,0,0,0.03,0,175,31,
2010-03-27 00:00:00,2010-03-27 00:00:00,12,0,0,0.73,10.2,120,31,
2013-12-22 00:00:00,2013-12-22 00:00:00,2,0,0,0.72,2.5,51,31,
2013-05-21 00:00:00,2013-05-21 00:00:00,12,0,0,0.19,0.5,134,31,
2010-05-07 00:00:00,2010-05-07 00:00:00,2,0,0,0.03,0,167,31,
2015-02-20 00:00:00,2015-02-20 00:00:00,8,0,0,1.15,7,61,31,
2006-05-27 00:00:00,2006-05-27 00:00:00,93,0,0,0.62,4,122,31,
2008-05-09 00:00:00,2008-05-09 00:00:00,2,0,0,0.2,0.5,207,32,
2009-05-03 00:00:00,2009-05-03 00:00:00,10,0,0,0.28,2,156,32,
2007-09-28 00:00:00,2007-09-28 00:00:00,22,0,0,0.15,0,0,32,
2011-10-06 00:00:00,2011-10-06 00:00:00,2,0,0,0.11,2,2,32,
2014-04-05 00:00:00,2014-04-05 00:00:00,8,0,0,0.35,3.6,188,32,
2010-02-06 00:00:00,2010-02-06 00:00:00,5,0,0,,,107,32,
2013-09-25 00:00:00,2013-09-25 00:00:00,2,0,0,0.23,0.2,0,32,
2014-04-28 00:00:00,2014-04-28 00:00:00,2,0,0,0.64,6,204,32,
2009-04-12 00:00:00,2009-04-12 00:00:00,5,0,0,0.36,3.5,175,32,
2012-11-30 00:00:00,2012-11-30 00:00:00,2,0,0,0.8,1.5,31,32,
2011-04-24 00:00:00,2011-04-24 00:00:00,5,0,0,0.5,0,236,32,
2014-05-04 00:00:00,2014-05-04 00:00:00,6,0,0,0.8,4,184,32,
2011-01-17 00:00:00,2011-01-17 00:00:00,9,0,0,2.49,3,108,32,
2010-02-12 00:00:00,2010-02-12 00:00:00,6,0,0,0.35,3.5,114,32,
2008-11-28 00:00:00,2008-11-28 00:00:00,2,0,0,0.05,0.1,4,32,
2012-04-20 00:00:00,2012-04-20 00:00:00,6,0,0,2.29,0,202,32,
2011-01-03 00:00:00,2011-01-03 00:00:00,8,0,0,0,0,100,32,
2011-04-16 00:00:00,2011-04-16 00:00:00,6,0,0,1.81,12,242,32,
2012-04-30 00:00:00,2012-04-30 00:00:00,3,0,0,0.82,3,185,32,
2011-03-13 00:00:00,2011-03-13 00:00:00,2,0,0,0.2,2.5,202,32,
2012-04-19 00:00:00,2012-04-19 00:00:00,2,0,0,0.02,0,204,32,
2013-04-08 00:00:00,2013-04-08 00:00:00,16,0,0,3.66,36,190,32,
2008-06-04 00:00:00,2008-06-04 00:00:00,18,0,0,0.62,3,158,32,
2012-06-03 00:00:00,2012-06-03 00:00:00,55,0,0,0.05,0,148,33,
2008-02-16 00:00:00,2008-02-16 00:00:00,2,0,0,0.4,4,198,33,
2008-02-17 00:00:00,2008-02-17 00:00:00,15,0,0,0,0,197,33,
2009-03-26 00:00:00,2009-03-26 00:00:00,2,0,0,0.19,2.5,174,33,
2010-11-13 00:00:00,2010-11-13 00:00:00,5,0,0,0.55,0.2,21,33,
2010-02-13 00:00:00,2010-02-13 00:00:00,2,0,0,0.71,8.4,117,33,
2012-02-06 00:00:00,2012-02-06 00:00:00,20,0,0,0,0,126,33,
2007-03-31 00:00:00,2007-03-31 00:00:00,11,0,0,0.15,1,143,33,
2013-05-28 00:00:00,2013-05-28 00:00:00,12,0,0,1.05,0,136,33,
2006-05-26 00:00:00,2006-05-26 00:00:00,55,0,0,0.25,1,120,33,1
2011-01-22 00:00:00,2011-01-22 00:00:00,2,0,0,0.42,1.5,112,33,
2010-02-14 00:00:00,2010-02-14 00:00:00,12,0,0,0.78,2.2,115,33,
2006-02-26 00:00:00,2006-02-26 00:00:00,2,0,0,0,0,175,33,
2009-04-22 00:00:00,2009-04-22 00:00:00,2,0,0,0,0,165,33,1
2010-02-04 00:00:00,2010-02-04 00:00:00,3,0,0,0.23,7,110,33,
2009-04-17 00:00:00,2009-04-17 00:00:00,9,0,0,0,0,177,33,
2015-09-03 00:00:00,2015-09-03 00:00:00,39,0,0,0,0,0,33,
2006-03-31 00:00:00,2006-03-31 00:00:00,3,0,0,0.22,3,196,33,
2012-11-17 00:00:00,2012-11-17 00:00:00,3,0,0,0.26,0.5,15,33,
2010-05-01 00:00:00,2010-05-01 00:00:00,18,0,0,0,0,,34,
2007-10-21 00:00:00,2007-10-21 00:00:00,2,0,0,1.51,1.1,21,34,
2010-03-06 00:00:00,2010-03-06 00:00:00,6,0,0,0,0,115,34,
2014-04-10 00:00:00,2014-04-10 00:00:00,8,0,0,0,0,177,34,
2015-10-03 00:00:00,2015-10-03 00:00:00,12,0,0,0.3,0,0,34,
2014-01-23 00:00:00,2014-01-23 00:00:00,2,0,0,0,0,90,34,
2015-03-25 00:00:00,2015-03-25 00:00:00,2,0,0,2.71,12.5,76,34,
2012-01-09 00:00:00,2012-01-09 00:00:00,16,0,0,0,0,78,34,
2014-05-06 00:00:00,2014-05-06 00:00:00,4,0,0,1,3,181,34,
2012-03-25 00:00:00,2012-03-25 00:00:00,11,0,0,0,0,204,34,
2006-10-20 00:00:00,2006-10-20 00:00:00,2,0,0,0.39,0,,34,1
2014-05-24 00:00:00,2014-05-24 00:00:00,103,0,0,0.22,0,153,34,
2015-09-05 00:00:00,2015-09-05 00:00:00,56,0,0,0.51,0,0,34,
2010-09-23 00:00:00,2010-09-23 00:00:00,11,0,0,0.61,0,0,34,
2009-02-19 00:00:00,2009-02-19 00:00:00,2,0,0,0,0,108,34,
2012-04-16 00:00:00,2012-04-16 00:00:00,2,0,0,0.8,0,204,34,
2006-10-07 00:00:00,2006-10-07 00:00:00,3,0,0,0.33,0,0,34,1
2006-04-09 00:00:00,2006-04-09 00:00:00,8,0,0,0.42,2,190,34,
2009-12-26 00:00:00,2009-12-26 00:00:00,2,0,0,0,0,72,34,
2015-09-22 00:00:00,2015-09-22 00:00:00,3,0,0,0,0,0,34,
2013-05-29 00:00:00,2013-05-29 00:00:00,18,0,0,0.42,0.3,135,34,
2011-05-14 00:00:00,2011-05-14 00:00:00,12,0,0,0,0,235,34,
2014-03-16 00:00:00,2014-03-16 00:00:00,8,0,0,0.88,0,151,34,
2012-05-30 00:00:00,2012-05-30 00:00:00,14,0,0,0,0,159,34,
2015-02-14 00:00:00,2015-02-14 00:00:00,17,0,0,0,0,55,35,
2008-06-09 00:00:00,2008-06-09 00:00:00,67,0,0,0.5,5,177,35,
2014-04-06 00:00:00,2014-04-06 00:00:00,2,0,0,1.17,8.5,194,35,
2014-04-15 00:00:00,2014-04-15 00:00:00,3,0,0,0,0,168,35,
2014-11-09 00:00:00,2014-11-09 00:00:00,2,0,0,0.92,0,0,35,
2014-02-28 00:00:00,2014-02-28 00:00:00,2,0,0,0,0,149,35,
2010-06-04 00:00:00,2010-06-04 00:00:00,64,0,0,0.54,0,138,35,
2009-01-23 00:00:00,2009-01-23 00:00:00,2,0,0,0,0,97,35,
2006-05-03 00:00:00,2006-05-03 00:00:00,3,0,0,0,0,173,35,
2007-09-30 00:00:00,2007-09-30 00:00:00,10,0,0,0.6,0,0,35,
2012-06-07 00:00:00,2012-06-07 00:00:00,3,0,0,0.2,0,148,35,
2013-09-22 00:00:00,2013-09-22 00:00:00,36,0,0,0.33,0,0,35,
2008-06-10 00:00:00,2008-06-10 00:00:00,28,0,0,1.74,16,177,35,
2011-01-24 00:00:00,2011-01-24 00:00:00,6,0,0,0.07,0,110,35,
2013-05-27 00:00:00,2013-05-27 00:00:00,32,0,0,0.08,0,141,35,
2011-10-15 00:00:00,2011-10-15 00:00:00,5,0,0,0,,,36,
2010-06-01 00:00:00,2010-06-01 00:00:00,38,0,0,0.08,0,,36,
2008-02-28 00:00:00,2008-02-28 00:00:00,2,0,0,0,0,181,36,
2013-05-26 00:00:00,2013-05-26 00:00:00,41,0,0,0.02,0,145,36,
2010-02-17 00:00:00,2010-02-17 00:00:00,3,0,0,0,0,111,36,
2011-09-17 00:00:00,2011-09-17 00:00:00,30,0,0,0.03,0,0,36,
2014-01-05 00:00:00,2014-01-05 00:00:00,2,0,0,0,0,52,36,
2006-05-25 00:00:00,2006-05-25 00:00:00,8,0,0,1.43,0,121,36,
2006-10-01 00:00:00,2006-10-01 00:00:00,2,0,0,0,0,0,36,1
2014-04-19 00:00:00,2014-04-19 00:00:00,9,0,0,0,,174,36,
2015-05-07 00:00:00,2015-05-07 00:00:00,11,0,0,0,0,56,36,
2008-02-24 00:00:00,2008-02-24 00:00:00,1,0,0,0.05,0.5,,36,
2006-09-19 00:00:00,2006-09-19 00:00:00,2,0,0,0.55,0,0,36,1
2011-10-07 00:00:00,2011-10-07 00:00:00,3,0,0,0.02,0,0,36,
2009-09-29 00:00:00,2009-09-29 00:00:00,9,0,0,0.02,0.3,0,36,
2006-09-20 00:00:00,2006-09-20 00:00:00,5,0,0,0.81,0,0,36,
